Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Gender,Age,Email,Phone,Region,State,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Order_Priority,Customer_Segment,Delivery_Days,Customer_Rating,Returned
ORD000231,2024-09-23,2024-09-30,CUST03641,Rajata Narang,Female,63,krishnachasmum@example.org,0136882100,East,Bihar,Patna,P1147,Dumbbell,Sports,Cello,4,26325,15.0,89505.0,69420.76,20084.24,Net Banking,Critical,Premium,7,3.0,No
ORD000232,2024-02-12,2024-02-13,CUST03880,Prisha Nagar,Female,26,chandranpooja@example.net,5958015796,North,Haryana,Ambala,P1074,Hoodie,Clothing,HP,8,14822,5.0,112647.2,74062.24,38584.96,Credit Card,Low,Premium,1,4.0,No
ORD000233,2024-08-20,2024-08-23,CUST01705,Devansh Morar,Male,30,mbajwa@example.com,6182521134,East,Odisha,Puri,P1103,Ceiling Fan,Home & Kitchen,Dell,2,32518,5.0,61784.2,42979.56,18804.64,UPI,Low,Regular,3,5.0,Yes
ORD000234,2024-06-12,2024-06-17,CUST03453,Pranav Jani,Male,24,merchantkevin@example.com,04332188330,West,Gujarat,Ahmedabad,P1024,Monitor,Electronics,Lenovo,10,35882,5.0,340879.0,303869.2,37009.8,Debit Card,Medium,Corporate,5,2.0,No
ORD000235,2025-10-21,2025-10-26,CUST03390,Meera Ganguly,Female,63,sankaranvedhika@example.com,05733706775,West,Maharashtra,Nashik,P1083,Track Pant,Clothing,Apple,5,51673,0.0,258365.0,162656.5,95708.5,Net Banking,Medium,Premium,5,2.0,No
ORD000236,2022-08-28,2022-09-01,CUST03603,Hemangini Anne,Female,48,rudrayadav@example.net,+912902616609,East,West Bengal,Durgapur,P1123,Cricket Bat,Sports,Cello,1,5729,5.0,5442.55,4695.93,746.62,Debit Card,Critical,Premium,4,5.0,No
ORD000237,2024-02-04,2024-02-06,CUST03486,Rushil Vyas,Male,36,qbala@example.com,01038869181,East,Odisha,Sambalpur,P1132,Badminton Racket,Sports,Lenovo,7,29654,15.0,176441.3,126595.98,49845.32,Net Banking,Low,Regular,2,3.0,No
ORD000238,2025-09-26,2025-10-02,CUST00682,Champak Vasa,Male,52,vivaanvala@example.com,01879212401,East,Odisha,Puri,P1054,TV Unit,Furniture,Sony,2,70322,15.0,119547.4,109667.2,9880.2,Credit Card,Low,Premium,6,4.0,No
ORD000239,2023-10-08,2023-10-10,CUST00510,Lucky Thaker,Male,53,zdugar@example.com,01336948552,North,Haryana,Panipat,P1111,Cookware Set,Home & Kitchen,HP,5,79776,30.0,279216.0,244588.8,34627.2,Cash,High,Regular,2,1.0,No
ORD000240,2024-09-25,2024-09-29,CUST03845,Madhavi Singhal,Female,34,nidra39@example.com,+918418806201,South,Telangana,Karimnagar,P1042,Bed,Furniture,Cello,5,38969,5.0,185102.75,132578.3,52524.45,Cash,Medium,Regular,4,5.0,No
ORD000241,2023-03-05,2023-03-10,CUST02562,Zayyan Morar,Male,46,chandran51@example.org,8592680603,North,Uttarakhand,Haldwani,P1010,Smartwatch,Electronics,Lenovo,6,36921,5.0,210449.7,132172.14,78277.56,Cash,Critical,Regular,5,3.0,No
ORD000242,2024-12-04,2024-12-10,CUST02352,Indrajit Khosla,Male,37,bhatoeshi@example.org,09525145788,North,Delhi,Janakpuri,P1079,Kurta,Clothing,Cello,9,99271,10.0,804095.1,718868.79,85226.31,Net Banking,Critical,Regular,6,2.0,No
ORD000243,2023-08-18,2023-08-24,CUST03209,Lekha Sura,Female,46,thakersamaksh@example.org,1373541189,East,Odisha,Sambalpur,P1052,TV Unit,Furniture,LG,1,11726,0.0,11726.0,9024.0,2702.0,Net Banking,Critical,Corporate,6,3.0,Yes
ORD000244,2023-09-16,2023-09-20,CUST00669,Vaishnavi Desai,Female,29,yatan69@example.org,4077857612,East,West Bengal,Kolkata,P1060,Recliner,Furniture,Prestige,6,59677,10.0,322255.8,209932.2,112323.6,Credit Card,Critical,Regular,4,2.0,No
ORD000245,2023-07-19,2023-07-26,CUST00259,Jalsa Bassi,Female,57,zansi24@example.com,+910687543000,East,West Bengal,Kolkata,P1053,TV Unit,Furniture,Milton,10,9571,20.0,76568.0,80721.4,-4153.4,Credit Card,Critical,Corporate,7,5.0,Yes
ORD000246,2022-05-19,2022-05-24,CUST02032,Bimala Patla,Female,20,msarma@example.net,02164680540,West,Maharashtra,Nashik,P1097,Pressure Cooker,Home & Kitchen,Puma,5,52376,10.0,235692.0,154316.3,81375.7,Net Banking,Critical,Premium,5,3.0,No
ORD000247,2023-04-23,2023-04-28,CUST02748,Vidhi Bera,Female,41,gaurikabhakta@example.org,+918455150767,Central,Madhya Pradesh,Bhopal,P1133,Gym Gloves,Sports,Bajaj,7,30331,0.0,212317.0,130973.5,81343.5,Debit Card,Low,Premium,5,2.0,Yes
ORD000248,2024-08-20,2024-08-22,CUST03319,Charles Sastry,Male,28,jagviraju@example.org,01597146643,West,Gujarat,Rajkot,P1099,Pressure Cooker,Home & Kitchen,Nike,7,41941,20.0,234869.6,243297.18,-8427.58,UPI,Low,Premium,2,1.0,No
ORD000249,2022-08-13,2022-08-19,CUST02607,Darsh Nair,Male,68,raghavanrachit@example.org,+914596689422,West,Goa,Vasco,P1103,Ceiling Fan,Home & Kitchen,Dell,8,32518,10.0,234129.6,171918.24,62211.36,Debit Card,Medium,Regular,6,5.0,No
ORD000250,2024-08-28,2024-09-04,CUST03624,Nihal Ratta,Male,58,azaanmunshi@example.com,+911267109203,North,Delhi,Janakpuri,P1038,Sofa,Furniture,Philips,3,61848,30.0,129880.8,131501.4,-1620.6,Net Banking,Critical,Corporate,7,5.0,Yes
ORD000251,2024-07-18,2024-07-25,CUST00001,Saumya Dhaliwal,Female,43,divyasaha@example.net,3151615695,West,Maharashtra,Nashik,P1111,Cookware Set,Home & Kitchen,HP,2,79776,25.0,119664.0,97835.52,21828.48,Net Banking,Low,Premium,7,5.0,No
ORD000252,2023-10-18,2023-10-23,CUST03541,Mohammed Dhar,Male,44,,,South,Tamil Nadu,Madurai,P1104,Ceiling Fan,Home & Kitchen,Reebok,8,21176,,160937.6,115444.0,45493.6,Cash,High,Regular,5,,No
ORD000253,2022-09-01,2022-09-02,CUST00010,Advik Palla,Male,27,bennathan@example.com,+917602889417,Central,Chhattisgarh,Korba,P1001,Laptop,Electronics,HP,5,32598,20.0,130392.0,100558.85,29833.15,Net Banking,Critical,Premium,1,4.0,No
ORD000254,2022-08-15,2022-08-17,CUST00367,Samaksh Borra,Male,70,iryaborra@example.org,+911935299338,North,Haryana,Faridabad,P1116,Iron,Home & Kitchen,Samsung,7,34835,10.0,219460.5,145935.02,73525.48,Net Banking,Low,Corporate,2,2.0,No
ORD000255,2022-10-22,2022-10-29,CUST02024,Nihal Mander,Male,40,owen01@example.net,+915081060042,West,Goa,Margao,P1010,Smartwatch,Electronics,Lenovo,10,36921,30.0,258447.0,220286.9,38160.1,Credit Card,High,Corporate,7,2.0,Yes
ORD000256,2022-12-04,2022-12-07,CUST02876,Mohammed Khanna,Male,66,sakshamanne@example.com,+912144128565,Central,Madhya Pradesh,Ujjain,P1030,Mouse,Electronics,Puma,10,84759,25.0,635692.5,582850.0,52842.5,Net Banking,Critical,Regular,3,1.0,No
ORD000257,2025-07-30,2025-08-04,CUST02049,Zehaan Rai,Male,68,obala@example.com,5309956640,East,Odisha,Rourkela,P1067,Jacket,Clothing,Boat,5,95311,0.0,476555.0,395852.45,80702.55,Debit Card,High,Regular,5,5.0,No
ORD000258,2024-08-10,2024-08-16,CUST02542,Prisha Rajan,Female,24,fkapoor@example.com,03107117617,North,Uttarakhand,Roorkee,P1061,T-Shirt,Clothing,LG,4,3257,0.0,13028.0,9464.76,3563.24,Credit Card,Critical,Regular,6,2.0,No
ORD000259,2022-09-11,2022-09-16,CUST02937,Neel Sabharwal,Male,53,bhatmeera@example.org,01840300809,Central,Chhattisgarh,Bilaspur,P1092,Mixer,Home & Kitchen,Sony,6,53423,10.0,288484.2,187824.36,100659.84,Credit Card,Low,Premium,5,4.0,No
ORD000260,2022-09-10,2022-09-14,CUST00042,Zehaan Khanna,Male,38,aashibala@example.org,05041715966,West,Gujarat,Rajkot,P1003,Laptop,Electronics,Nike,10,97580,30.0,683060.0,797866.6,-114806.6,Net Banking,Low,Premium,4,3.0,No
ORD000261,2023-09-18,2023-09-19,CUST02911,Isaac Shankar,Male,32,sanya75@example.org,8781196177,West,Gujarat,Ahmedabad,P1115,Iron,Home & Kitchen,Apple,1,17646,0.0,17646.0,13078.05,4567.95,Credit Card,High,Premium,1,1.0,No
ORD000262,2022-04-03,2022-04-05,CUST03680,Ansh Shroff,Male,63,yauvaniganesan@example.org,04447594172,South,Telangana,Warangal,P1009,Tablet,Electronics,Philips,4,1351,30.0,3782.8,4202.36,-419.56,Credit Card,High,Regular,2,1.0,Yes
ORD000263,2024-06-29,2024-07-06,CUST01970,Arya Modi,Female,40,rudra55@example.net,3068359776,South,Karnataka,Mangalore,P1020,Power Bank,Electronics,HP,10,48319,15.0,410711.5,289332.3,121379.2,Credit Card,Medium,Regular,7,5.0,No
ORD000264,2025-02-24,2025-03-01,CUST02015,Darika Khare,Female,52,bawamatthew@example.org,+915537522245,South,Kerala,Thiruvananthapuram,P1112,Vacuum Cleaner,Home & Kitchen,Puma,6,66744,25.0,300348.0,278947.02,21400.98,Credit Card,Medium,Corporate,5,2.0,No
ORD000265,2023-07-02,2023-07-05,CUST03257,Anjali Sekhon,Female,57,falguni20@example.com,3410255708,Central,Madhya Pradesh,Gwalior,P1082,Track Pant,Clothing,Prestige,10,50172,25.0,376290.0,276270.4,100019.6,Net Banking,Medium,Premium,3,5.0,No
ORD000266,2022-08-24,2022-08-31,CUST03259,Vidhi Borra,Female,53,jhari@example.net,+919259108443,West,Rajasthan,Udaipur,P1145,Dumbbell,Sports,Samsung,10,90527,15.0,769479.5,693282.0,76197.5,Credit Card,High,Premium,7,4.0,No
ORD000267,2024-07-01,2024-07-07,CUST02391,Madhav Kota,Male,42,sachdevfariq@example.com,+918059406852,North,Haryana,Ambala,P1138,Yoga Mat,Sports,Reebok,6,70782,20.0,339753.6,275771.58,63982.02,Cash,Critical,Regular,6,5.0,No
ORD000268,2022-05-03,2022-05-10,CUST03953,Krishna Pall,Female,57,tanvibhatia@example.org,8144680506,East,Bihar,Bhagalpur,P1147,Dumbbell,Sports,Cello,6,26325,5.0,150052.5,104131.14,45921.36,Debit Card,Low,Premium,7,2.0,No
ORD000269,2025-11-20,2025-11-27,CUST03110,Wridesh Gokhale,Male,53,ojaskhare@example.org,6932396528,East,Jharkhand,Jamshedpur,P1114,Vacuum Cleaner,Home & Kitchen,Nike,8,56018,15.0,380922.4,357979.44,22942.96,Debit Card,Medium,Corporate,7,5.0,Yes
ORD000270,2024-04-01,2024-04-02,CUST00113,Yashasvi Oza,Female,47,devanforum@example.org,3619465091,South,Tamil Nadu,Salem,P1119,Air Fryer,Home & Kitchen,Cello,2,91073,15.0,154824.1,149574.4,5249.7,UPI,High,Regular,1,2.0,No
ORD000271,2022-11-20,2022-11-23,CUST01865,Kabir Garde,Male,65,dinanita@example.com,6830448645,Central,Madhya Pradesh,Bhopal,P1086,Sweater,Clothing,Godrej,7,8165,30.0,40008.5,41366.15,-1357.65,Debit Card,Low,Regular,3,1.0,Yes
ORD000272,2022-07-23,2022-07-27,CUST01281,Adweta Radhakrishnan,Female,48,warinder08@example.net,+911055878115,West,Gujarat,Rajkot,P1130,Badminton Racket,Sports,LG,7,92417,30.0,452843.3,376784.17,76059.13,Debit Card,Medium,Premium,4,4.0,No
ORD000273,2022-01-02,2022-01-06,CUST00769,Harrison Swaminathan,Male,65,psolanki@example.org,+913300016107,West,Rajasthan,Udaipur,P1068,Jacket,Clothing,Cello,2,75347,5.0,143159.3,108931.2,34228.1,Credit Card,Low,Premium,4,5.0,No
ORD000274,2024-05-30,2024-06-01,CUST00263,Chanakya Din,Male,63,eloyal@example.org,+913201151479,East,Jharkhand,Ranchi,P1067,Jacket,Clothing,Boat,6,95311,0.0,571866.0,475022.94,96843.06,Cash,Critical,Regular,2,3.0,No
ORD000275,2025-03-12,2025-03-18,CUST00857,Rehaan Tiwari,Male,27,girik77@example.com,+916171947051,East,West Bengal,Asansol,P1043,Wardrobe,Furniture,Bajaj,10,66112,0.0,661120.0,514740.5,146379.5,Net Banking,Low,Premium,6,2.0,No
ORD000276,2024-04-13,2024-04-17,CUST02292,Rachana Sane,Female,19,takbhavani@example.org,+914063734949,South,Kerala,Thrissur,P1124,Football,Sports,Boat,7,46857,5.0,311599.05,257162.64,54436.41,UPI,Medium,Corporate,4,4.0,No
ORD000277,2023-12-14,2023-12-17,CUST01286,Yuvraj Dhar,Male,67,oviya98@example.com,4898579438,East,West Bengal,Durgapur,P1046,Bookshelf,Furniture,Nilkamal,4,49509,0.0,198036.0,154221.16,43814.84,Net Banking,Low,Premium,3,2.0,No
ORD000278,2024-11-11,2024-11-14,CUST00512,Odika Basak,Female,61,zpradhan@example.net,+918855766515,North,Delhi,New Delhi,P1081,Kurta,Clothing,Sony,7,63592,10.0,400629.6,273373.73,127255.87,Debit Card,Critical,Regular,3,2.0,No
ORD000279,2023-08-03,2023-08-07,CUST02278,Girik Narasimhan,Male,65,xprakash@example.net,03004620232,East,West Bengal,Asansol,P1074,Hoodie,Clothing,HP,8,14822,20.0,94860.8,74062.24,20798.56,Cash,Critical,Corporate,4,1.0,No
ORD000280,2022-02-13,2022-02-17,CUST00627,Nilima De,Female,27,fariq24@example.com,+919179885674,North,Haryana,Panipat,P1080,Kurta,Clothing,Samsung,2,22298,10.0,40136.4,29965.14,10171.26,Cash,Critical,Regular,4,1.0,No
ORD000281,2023-05-02,2023-05-05,CUST01168,Faraj Oza,Male,62,aditya03@example.net,1941163309,North,Haryana,Ambala,P1017,Bluetooth Speaker,Electronics,Reebok,1,87173,25.0,65379.75,53905.12,11474.63,Cash,Low,Regular,3,4.0,No
ORD000282,2022-11-13,2022-11-20,CUST01576,Vamakshi Garde,Female,48,kundawarda@example.net,00713162762,East,West Bengal,Siliguri,P1126,Football,Sports,HP,1,98735,30.0,69114.5,58882.2,10232.3,Credit Card,Critical,Premium,7,4.0,No
ORD000283,2023-10-24,2023-10-27,CUST02438,Dalaja Bhavsar,Female,50,ekiyanatarajan@example.net,03140601507,South,Telangana,Khammam,P1040,Bed,Furniture,Samsung,1,98919,10.0,89027.1,62323.67,26703.43,Debit Card,Medium,Corporate,3,2.0,No
ORD000284,2025-08-28,2025-08-29,CUST01818,Gaurangi Buch,Female,62,yashawini74@example.com,05247749454,Central,Madhya Pradesh,Indore,P1092,Mixer,Home & Kitchen,Sony,7,53423,20.0,299168.8,219128.42,80040.38,Debit Card,Medium,Corporate,1,2.0,No
ORD000285,2022-12-08,2022-12-13,CUST03238,Aarush Mahajan,Male,61,ubika49@example.net,3195872935,North,Punjab,Patiala,P1097,Pressure Cooker,Home & Kitchen,Puma,7,52376,0.0,366632.0,216042.82,150589.18,UPI,High,Corporate,5,5.0,No
ORD000286,2022-05-19,2022-05-21,CUST00025,Watika Murthy,Female,27,arin14@example.net,+914685322872,East,West Bengal,Asansol,P1124,Football,Sports,Boat,9,46857,0.0,421713.0,330637.68,91075.32,Cash,Medium,Regular,2,4.0,No
ORD000287,2023-04-03,2023-04-07,CUST02820,Nikita Bora,Female,42,laban70@example.net,09452474918,East,West Bengal,Kolkata,P1108,Gas Stove,Home & Kitchen,Samsung,8,14077,30.0,78831.2,93660.4,-14829.2,Credit Card,High,Premium,4,5.0,No
ORD000288,2023-11-12,2023-11-19,CUST03023,Wriddhish Bhattacharyya,Male,68,rattanbalhaar@example.com,+919367336008,North,Punjab,Ludhiana,P1098,Pressure Cooker,Home & Kitchen,LG,6,85107,5.0,485109.9,326810.46,158299.44,Debit Card,Low,Regular,7,1.0,No
ORD000289,2024-06-21,2024-06-22,CUST01380,Liam Babu,Male,46,pkari@example.net,01399622060,East,Jharkhand,Jamshedpur,P1124,Football,Sports,Boat,6,46857,25.0,210856.5,220425.12,-9568.62,UPI,High,Regular,1,4.0,No
ORD000290,2025-06-29,2025-07-02,CUST02026,Veda Lad,Female,35,talwareta@example.net,1391179278,West,Maharashtra,Pune,P1023,Monitor,Electronics,Sony,1,21917,20.0,17533.6,15093.76,2439.84,Credit Card,High,Premium,3,5.0,No
ORD000291,2022-07-09,2022-07-11,CUST03107,Megha Luthra,Female,19,barkhakaul@example.org,+913618743776,East,Bihar,Patna,P1104,Ceiling Fan,Home & Kitchen,Reebok,4,21176,10.0,76233.6,57722.0,18511.6,Net Banking,Critical,Corporate,2,5.0,No
ORD000292,2022-12-21,2022-12-24,CUST01858,Raagini Koshy,Female,65,omishahayre@example.com,+912285138376,North,Delhi,Janakpuri,P1095,Microwave,Home & Kitchen,Apple,9,74585,15.0,570575.25,474473.43,96101.82,Credit Card,Medium,Premium,3,2.0,No
ORD000293,2024-06-01,2024-06-02,CUST02397,Andrew Vaidya,Male,48,jravel@example.com,9960711156,East,Bihar,Gaya,P1125,Football,Sports,LG,1,53764,15.0,45699.4,45277.41,421.99,Debit Card,Low,Premium,1,3.0,No
ORD000294,2022-06-28,2022-07-02,CUST02909,Chaitanya Saini,Male,47,ogaba@example.com,4277082604,East,Odisha,Sambalpur,P1014,Headphones,Electronics,Nike,10,16861,30.0,118027.0,141958.6,-23931.6,UPI,Medium,Premium,4,3.0,No
ORD000295,2024-12-02,2024-12-05,CUST01190,Xiti Biswas,Female,61,zbhatnagar@example.net,5537905814,Central,Madhya Pradesh,Indore,P1127,Basketball,Sports,LG,10,54540,10.0,490860.0,304025.5,186834.5,Cash,Critical,Regular,3,1.0,No
ORD000296,2023-07-02,2023-07-09,CUST02396,Megha Sundaram,Female,51,pahal56@example.net,+910025486066,South,Tamil Nadu,Trichy,P1114,Vacuum Cleaner,Home & Kitchen,Nike,5,56018,30.0,196063.0,223737.15,-27674.15,UPI,Low,Corporate,7,5.0,No
ORD000297,2024-10-05,2024-10-09,CUST02322,Yashawini Mallick,Female,44,faras64@example.org,3580937781,Central,Chhattisgarh,Durg,P1146,Dumbbell,Sports,Nilkamal,3,97748,0.0,293244.0,226123.77,67120.23,Credit Card,Low,Premium,4,3.0,No
ORD000298,2023-07-22,2023-07-28,CUST03252,Alka Mittal,Female,46,bhavya14@example.com,+917791525483,Central,Madhya Pradesh,Indore,P1109,Cookware Set,Home & Kitchen,Dell,7,14529,0.0,101703.0,78588.44,23114.56,Credit Card,High,Regular,6,2.0,No
ORD000299,2022-11-06,2022-11-13,CUST02273,Vinaya Sundaram,Female,45,diyalad@example.com,1944511244,South,Karnataka,Bengaluru,P1117,Iron,Home & Kitchen,Puma,3,58412,5.0,166474.2,125382.09,41092.11,UPI,Low,Regular,7,4.0,No
ORD000300,2022-08-08,2022-08-11,CUST01634,Odika Raj,Female,26,shroffsaumya@example.org,01637466602,South,Telangana,Hyderabad,P1049,Study Table,Furniture,Havells,9,3052,25.0,20601.0,16029.27,4571.73,Net Banking,Critical,Regular,3,2.0,Yes
ORD000301,2025-06-14,2025-06-19,CUST02209,Azad Chhabra,Male,37,chandreshbatta@example.com,8907909144,Central,Madhya Pradesh,Bhopal,P1150,Helmet,Sports,Milton,9,66969,10.0,542448.9,387420.3,155028.6,Net Banking,High,Regular,5,5.0,Yes
ORD000302,2024-07-05,2024-07-12,CUST03958,Reva Chaudhuri,Female,33,bmohanty@example.com,+911007261671,South,Telangana,Khammam,P1026,Keyboard,Electronics,LG,5,4707,20.0,18828.0,18628.3,199.7,Credit Card,Low,Premium,7,2.0,Yes
ORD000303,2025-05-16,2025-05-18,CUST02268,Ijaya Rajagopal,Female,25,neelima91@example.org,3833218508,East,Bihar,Muzaffarpur,P1044,Wardrobe,Furniture,Samsung,1,67042,25.0,50281.5,55228.42,-4946.92,UPI,High,Corporate,2,5.0,Yes
ORD000304,2025-01-14,2025-01-21,CUST03808,Gagan Acharya,Male,70,kalabachittar@example.org,1074885814,West,Rajasthan,Ajmer,P1068,Jacket,Clothing,Cello,10,75347,20.0,602776.0,544656.0,58120.0,Net Banking,Low,Corporate,7,3.0,Yes
ORD000305,2022-09-05,2022-09-08,CUST01718,Qasim Dar,Male,43,,,Central,Madhya Pradesh,Gwalior,P1056,Coffee Table,Furniture,Godrej,1,80007,,76006.65,54160.05,21846.6,UPI,High,Regular,3,,No
ORD000306,2025-02-06,2025-02-13,CUST00404,Daksha Sani,Female,23,oni64@example.com,8906542680,East,Jharkhand,Jamshedpur,P1007,Tablet,Electronics,Boat,2,29393,25.0,44089.5,40254.46,3835.04,Credit Card,Medium,Premium,7,3.0,Yes
ORD000307,2025-08-06,2025-08-11,CUST01976,Janya Tiwari,Female,57,adyanagar@example.com,8200158553,West,Rajasthan,Jodhpur,P1079,Kurta,Clothing,Cello,7,99271,30.0,486427.9,559120.17,-72692.27,UPI,Medium,Regular,5,5.0,No
ORD000308,2023-04-29,2023-04-30,CUST00271,Nitesh Mani,Male,29,gayathri19@example.com,05153123029,East,Jharkhand,Jamshedpur,P1006,Smartphone,Electronics,Philips,2,79407,15.0,134991.9,88611.98,46379.92,Debit Card,Critical,Regular,1,5.0,No
ORD000309,2022-10-08,2022-10-14,CUST01187,Saumya Suri,Female,33,janyasibal@example.net,8189556192,East,West Bengal,Kolkata,P1091,Mixer,Home & Kitchen,Lenovo,2,89001,5.0,169101.9,143922.76,25179.14,Credit Card,Critical,Premium,6,4.0,No
ORD000310,2022-10-23,2022-10-28,CUST02102,Luke Purohit,Male,58,dugaranamika@example.com,6940746804,West,Gujarat,Ahmedabad,P1114,Vacuum Cleaner,Home & Kitchen,Nike,2,56018,5.0,106434.2,89494.86,16939.34,Net Banking,Medium,Premium,5,5.0,No
ORD000311,2022-11-22,2022-11-23,CUST00266,Fariq Barman,Male,38,saxenanoah@example.com,1915019865,North,Delhi,Rohini,P1082,Track Pant,Clothing,Prestige,8,50172,30.0,280963.2,221016.32,59946.88,Net Banking,High,Corporate,1,5.0,No
ORD000312,2025-11-14,2025-11-20,CUST00525,Raksha Manda,Female,18,lipika97@example.org,7536983229,South,Telangana,Khammam,P1003,Laptop,Electronics,Nike,6,97580,20.0,468384.0,478719.96,-10335.96,Credit Card,Low,Corporate,6,2.0,Yes
ORD000313,2022-11-01,2022-11-02,CUST01446,Watika Pai,Female,25,rakshadutta@example.net,+919246595793,Central,Chhattisgarh,Bilaspur,P1091,Mixer,Home & Kitchen,Lenovo,4,89001,5.0,338203.8,287845.52,50358.28,Credit Card,High,Premium,1,3.0,Yes
ORD000314,2025-11-07,2025-11-10,CUST02772,Oscar Pingle,Male,30,echaudhry@example.com,00486453030,East,Bihar,Muzaffarpur,P1112,Vacuum Cleaner,Home & Kitchen,Puma,8,66744,25.0,400464.0,371929.36,28534.64,Credit Card,High,Premium,3,4.0,Yes
ORD000315,2024-11-15,2024-11-21,CUST00109,Kai Pau,Male,69,qtata@example.com,9473192829,South,Karnataka,Mangalore,P1082,Track Pant,Clothing,Prestige,2,50172,5.0,95326.8,55254.08,40072.72,Net Banking,High,Regular,6,3.0,Yes
ORD000316,2023-09-13,2023-09-15,CUST02692,Kabir Pai,Male,22,nagarajanchakradev@example.org,7720754865,Central,Madhya Pradesh,Jabalpur,P1107,Gas Stove,Home & Kitchen,Nilkamal,9,39740,20.0,286128.0,296688.6,-10560.6,UPI,Critical,Premium,2,3.0,No
ORD000317,2023-12-22,2023-12-23,CUST01077,Chaitaly Murthy,Female,58,dubekashish@example.com,2145778784,Central,Madhya Pradesh,Ujjain,P1132,Badminton Racket,Sports,Lenovo,9,29654,15.0,226853.1,162766.26,64086.84,Debit Card,Medium,Regular,1,5.0,No
ORD000318,2022-09-18,2022-09-25,CUST03081,Pranav Gill,Male,21,xavierraja@example.org,09735359404,West,Goa,Panaji,P1067,Jacket,Clothing,Boat,4,95311,0.0,381244.0,316681.96,64562.04,Debit Card,Critical,Premium,7,2.0,No
ORD000319,2023-06-06,2023-06-07,CUST02968,Onkar Chandran,Male,46,anvipatil@example.com,6444010842,West,Maharashtra,Aurangabad,P1092,Mixer,Home & Kitchen,Sony,3,53423,15.0,136228.65,93912.18,42316.47,Net Banking,High,Premium,1,2.0,Yes
ORD000320,2024-09-30,2024-10-03,CUST01355,Quincy Jaggi,Male,51,eloke@example.net,5137529404,North,Haryana,Panipat,P1064,Jeans,Clothing,Apple,6,4617,20.0,22161.6,22380.18,-218.58,Net Banking,Low,Corporate,3,1.0,No
ORD000321,2023-10-24,2023-10-31,CUST02412,Onveer Nanda,Male,21,chanderquincy@example.com,0532599634,South,Telangana,Hyderabad,P1015,Headphones,Electronics,Apple,9,50115,5.0,428483.25,258731.73,169751.52,Debit Card,Low,Corporate,7,2.0,No
ORD000322,2023-03-26,2023-03-29,CUST02983,Neelima Som,Female,45,,,West,Goa,Mapusa,P1111,Cookware Set,Home & Kitchen,HP,5,79776,,299160.0,244588.8,54571.2,Credit Card,High,Corporate,3,,No
ORD000323,2025-01-22,2025-01-27,CUST01487,Harshil Agarwal,Male,36,mandwarhi@example.org,06155059032,West,Gujarat,Surat,P1039,Sofa,Furniture,Sony,2,73012,20.0,934553.6,118021.54,-12023.4,Credit Card,Critical,Premium,5,1.0,No
ORD000324,2024-02-20,2024-02-25,CUST00255,Manbir Ramesh,Male,29,bdani@example.org,+918841738462,Central,Madhya Pradesh,Gwalior,P1020,Power Bank,Electronics,HP,4,48319,5.0,183612.2,115732.92,67879.28,Credit Card,Medium,Premium,5,5.0,No
ORD000325,2024-06-11,2024-06-17,CUST01737,Kashish Batra,Female,56,jatinshetty@example.org,+919889083809,South,Telangana,Hyderabad,P1086,Sweater,Clothing,Godrej,3,8165,5.0,23270.25,17728.35,5541.9,Net Banking,Medium,Regular,6,4.0,No
ORD000326,2022-12-23,2022-12-27,CUST01123,Avi Sampath,Male,27,goyalhema@example.net,01193997497,West,Maharashtra,Aurangabad,P1147,Dumbbell,Sports,Cello,6,26325,5.0,150052.5,104131.14,45921.36,Net Banking,Medium,Corporate,4,1.0,No
ORD000327,2025-05-28,2025-06-03,CUST00563,Rushil Pradhan,Male,19,srama@example.org,04931864233,West,Rajasthan,Kota,P1110,Cookware Set,Home & Kitchen,Nike,6,20874,10.0,112719.6,79117.2,33602.4,UPI,Medium,Regular,6,5.0,No
ORD000328,2024-11-18,2024-11-19,CUST01766,Amara Hegde,Female,46,zdivan@example.org,+913241170592,Central,Chhattisgarh,Bilaspur,P1092,Mixer,Home & Kitchen,Sony,2,53423,30.0,74792.2,62608.12,12184.08,UPI,Low,Premium,1,4.0,No
ORD000329,2022-09-24,2022-09-29,CUST03288,Tarak Tara,Male,60,bailwarhi@example.net,+917730404305,East,West Bengal,Howrah,P1020,Power Bank,Electronics,HP,5,48319,10.0,217435.5,144666.15,72769.35,Credit Card,High,Premium,5,2.0,Yes
ORD000330,2024-07-20,2024-07-22,CUST02452,Thomas Bedi,Male,54,chandanikhosla@example.net,+911059231576,Central,Chhattisgarh,Durg,P1001,Laptop,Electronics,HP,6,32598,25.0,146691.0,120670.62,26020.38,UPI,High,Corporate,2,3.0,No
ORD000331,2023-05-21,2023-05-26,CUST01917,Frado Viswanathan,Male,27,miteshnath@example.net,+916928780825,North,Punjab,Bathinda,P1026,Keyboard,Electronics,LG,2,4707,0.0,9414.0,7451.32,1962.68,Cash,Low,Corporate,5,2.0,No
ORD000332,2024-06-02,2024-06-09,CUST02295,Imaran Khalsa,Male,44,pallavyanjana@example.com,+914144154000,West,Rajasthan,Udaipur,P1063,T-Shirt,Clothing,Puma,7,1442,15.0,8579.9,5766.67,2813.23,Credit Card,Critical,Corporate,7,1.0,No
